POA_CODE,STATE,Weighted average income,Weighted average IRSAD quartile,Mortgage percentage unaffordability,Rent percentage unaffordability,House,Semi-detached,Apartment,House percentage,Semi-detached percentrage,Apartment percentage,Owned outright percentage,Mortage percentage,Renting percentage
2220,NSW,111085.0184,2.482666667,36.44292757,37.27369542,4191,1036,7571,32.74730427,8.095014846,59.15768089,26.25454545,26.85454545,46.89090909
2221,NSW,144741.3846,2.83360821,31.23929183,44.85049834,4441,784,755,74.26421405,13.11036789,12.62541806,43.18607263,37.77611382,19.03781355
2222,NSW,114336.46,2.521957614,24.38443209,34.83502538,2002,654,2435,39.32429778,12.84619918,47.82950304,31.06515455,31.19857683,37.73626862
2223,NSW,140900.1996,2.76008354,19.21005386,32.91626564,4615,1167,2544,55.42877732,14.01633437,30.5548883,38.20135296,32.33850643,29.4601406
2224,NSW,133108.5983,2.688675549,28.17337461,42.17687075,3614,1352,710,63.67159972,23.81959126,12.50880902,43.75126595,36.2163257,20.03240835
2225,NSW,177269.4689,3.145308924,15.0431566,34.55882353,1498,290,41,81.90267906,15.85565883,2.24166211,39.97682503,51.50637312,8.516801854
2226,NSW,151564.9316,2.876469284,13.23448655,35.53421369,3323,848,683,68.45900288,17.47012773,14.07086939,35.3046595,44.26523297,20.43010753
2227,NSW,144014.153,2.777249451,17.08203531,37.68248175,3624,1014,1199,62.08668837,17.37193764,20.54137399,37.96672828,39.53789279,22.49537893
2228,NSW,124728.4968,2.565239231,23.42454395,36.43138974,3926,1424,3414,44.79689639,16.24828845,38.95481515,32.18615565,35.15838874,32.65545561
2229,NSW,141600.6419,2.696449026,20.3972088,37.95205201,6484,2874,3130,51.92184497,23.01409353,25.0640615,38.27495701,37.55996018,24.16508281
2230,NSW,140532.3659,2.644486843,21.18138425,36.85019206,5388,1065,7967,37.36477115,7.385575589,55.24965326,35.99357688,30.37334404,33.63307908
2231,NSW,124990.9511,2.723964868,27.00296736,47.27272727,796,47,6,93.7573616,5.535924617,0.706713781,34.78818999,48.13863928,17.07317073
2232,NSW,129848.5138,2.687537048,16.40971489,36.26216371,7293,1815,5685,49.30034476,12.26931657,38.43033867,32.22020294,39.11858246,28.6612146
2233,NSW,137378.1456,2.813985737,14.83796296,39.43014706,8512,817,1191,80.91254753,7.766159696,11.32129278,40.16791422,47.92636051,11.90572527
2234,NSW,157093.9482,3.043856953,17.05388038,36.28938156,8703,1219,252,85.54157657,11.98152153,2.476901907,43.9448876,46.24469077,9.810421631
2250,NSW,104183.5364,2.444831419,16.45937464,41.90197123,20405,4318,5297,67.97135243,14.38374417,17.6449034,31.42525174,36.91711851,31.65762974
2251,NSW,113786.8661,2.574437644,14.6839702,43.26465927,12101,1628,1068,81.78009056,11.00223018,7.217679259,42.51426653,39.73648875,17.74924471
2256,NSW,90749.4182,2.115071735,19.14498141,48.43674844,5777,1806,478,71.6660464,22.40416822,5.929785386,37.95225942,27.54841615,34.49932443
2257,NSW,97541.26973,2.231572134,17.96697961,51.96759259,10869,2547,1165,74.54221247,17.46793773,7.989849805,40.48877147,28.51717305,30.99405548
2258,NSW,118705.9578,2.683233206,15.58823529,35.54216867,1608,356,17,81.17112569,17.97072186,0.858152448,36.73012318,42.55319149,20.71668533
2259,NSW,98006.04549,2.322318989,16.1652151,43.13156941,23580,1791,672,90.54256422,6.877087893,2.580347886,35.66995892,37.47050083,26.85954025
2260,NSW,135883.5576,2.806476232,15.69191435,38.34319527,8179,853,1897,74.83758807,7.804922683,17.35748925,39.52914798,39.36098655,21.10986547
2261,NSW,95497.4169,2.263457975,15.92644538,48.83181737,17414,4158,3546,69.32876821,16.55386575,14.11736603,34.97464899,35.00390016,30.02145086
2262,NSW,84621.99411,2.089526185,19.09980431,46.47467726,8539,193,221,95.37585167,2.155701999,2.468446331,35.79825559,36.29124005,27.91050436
2263,NSW,78337.72711,1.954011447,17.3013245,51.6959799,8936,1240,1279,78.00960279,10.82496726,11.16542994,35.54939982,28.14199241,36.30860778
2264,NSW,89359.24448,2.222115538,17.05128205,41.79714091,6525,556,137,90.39900249,7.70296481,1.898032696,43.58632193,29.22435363,27.18932444
2265,NSW,103378.4081,2.562071592,14.53974895,43.35378323,2444,315,129,84.62603878,10.90720222,4.466759003,32.9197684,44.16873449,22.91149711
2267,NSW,93496.79412,2.291666667,20.38216561,55.94713656,1229,89,82,87.78571429,6.357142857,5.857142857,46.99828473,31.30360206,21.69811321
2278,NSW,111283.2283,2.449026346,14.10891089,42.26804124,921,4,6,98.92588614,0.429645542,0.644468314,35.92677346,52.74599542,11.32723112
2280,NSW,106295.7523,2.390980317,13.51918465,45.3125,9005,1331,928,79.94495739,11.81640625,8.238636364,41.55300078,35.84372564,22.60327358
2281,NSW,96877.00244,2.25074331,15.78947368,46.48972603,5756,702,691,80.51475731,9.819555183,9.665687509,46.48812532,31.37948459,22.1323901
2282,NSW,117593.7699,2.591328264,11.17021277,40.79348932,5091,1107,415,76.98472705,16.73975503,6.275517919,47.01492537,34.97512438,18.00995025
2283,NSW,97578.98511,2.292576419,15.13299784,41.59067882,9113,954,366,87.34783859,9.144062111,3.5080993,41.79331307,34.29222753,23.9144594
2284,NSW,100726.3737,2.331504537,13.58255452,39.46188341,4472,552,139,86.61630835,10.69145845,2.692233198,33.94176445,38.72229465,27.3359409
2285,NSW,106507.0545,2.474663403,12.53046304,38.32011536,11652,913,508,89.13026849,6.983859864,3.885871644,29.34456304,45.17178119,25.48365577
2286,NSW,100286.2861,2.352071006,14.60992908,38.78326996,1755,41,9,97.2299169,2.271468144,0.498614958,32.66832918,49.3765586,17.95511222
2287,NSW,105863.9289,2.472956486,12.78403478,38.72329856,13305,2108,501,83.60563026,13.24619832,3.148171421,29.68141347,38.99554814,31.3230384
2289,NSW,125961.7148,2.707851573,9.316770186,32.87342531,6714,788,503,83.87257964,9.843847595,6.283572767,35.86085066,38.87756489,25.26158445
2290,NSW,110295.2608,2.468268359,12.52516216,38.29934324,11552,2016,771,80.56349815,14.05955785,5.376943999,37.31617647,37.85232843,24.8314951
2291,NSW,147606.2868,2.799414348,13.25219743,33.20337882,3744,1184,1160,61.49802891,19.44809461,19.05387648,37.13758079,30.98799631,31.8744229
2292,NSW,104995.83,2.464186047,14.1955836,37.59590793,904,176,147,73.67563162,14.34392828,11.9804401,26.1682243,32.61682243,41.21495327
2293,NSW,117570.8448,2.533869886,12.99019608,32.8525641,651,526,540,37.91496797,30.63482819,31.45020384,25.72196105,29.21423774,45.06380121
2294,NSW,105781.54,2.430913349,11.31221719,35.1744186,595,301,93,60.16177958,30.43478261,9.403437816,23.88758782,29.85948478,46.2529274
2295,NSW,100884.9552,2.307668426,14.44308446,33.16129032,3235,172,221,89.16758545,4.740904079,6.091510474,43.59379943,28.47200253,27.93419804
2296,NSW,106494.7196,2.529801325,13.49206349,35.54987212,566,304,145,55.7635468,29.95073892,14.28571429,20.64372919,31.63152053,47.72475028
2297,NSW,119023.3033,2.684671533,7.234042553,38.04878049,640,55,58,84.99335989,7.304116866,7.70252324,25.85949178,39.16292975,34.97757848
2298,NSW,99341.81957,2.356362713,12.62309758,37.0741483,3173,589,608,72.60869565,13.47826087,13.91304348,24.32432432,32.01663202,43.65904366
2299,NSW,100611.3486,2.296419835,12.26765799,41.0326087,3502,838,699,69.49791625,16.63028379,13.87179996,27.35466426,26.79134745,45.85398828
2300,NSW,124885.3229,2.484624846,18.32829809,34.75304223,797,1722,4719,11.0113291,23.79110251,65.19756839,25.71829012,19.5865452,54.69516468
2302,NSW,104086.9939,2.318120805,16.15384615,40.32697548,3,13,937,0.314795383,1.364113326,98.32109129,25.86445367,18.53388658,55.60165975
2303,NSW,114966.5271,2.389804717,11.28266033,36.79945982,2667,859,1131,57.26862787,18.44535108,24.28602104,32.41219008,24.48347107,43.10433884
2304,NSW,97707.04152,2.334689407,12.87995878,37.48917749,5235,1304,482,74.5620282,18.57285287,6.865118929,25.40489044,33.9314068,40.66370276
2305,NSW,126153.2206,2.631810897,10.23672425,36.82946357,4345,661,412,80.19564415,12.20007383,7.604282023,36.76975945,35.395189,27.83505155
2306,NSW,56985.52058,1.334872979,19.56521739,36.30363036,1149,269,147,73.41853035,17.1884984,9.392971246,7.734375,11.40625,80.859375
2307,NSW,83849.88175,2.110810811,14.25855513,40,1394,603,54,67.96684544,29.40029254,2.632862019,27.18786464,33.19719953,39.61493582
2308,NSW,#DIV/0!,#DIV/0!,,,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2311,NSW,94555.9955,2.190340909,23.52941176,27.27272727,416,0,3,99.28400955,0,0.715990453,56.26822157,29.15451895,14.57725948
2312,NSW,80078.46255,2.142322097,18.18181818,44.7761194,619,6,0,99.04,0.96,0,48.9010989,37.17948718,13.91941392
2315,NSW,90511.37259,2.196781389,17.24137931,48.0706344,5170,2413,1958,54.18719212,25.29085002,20.52195787,47.94342383,24.12615835,27.93041782
2316,NSW,88319.69894,2.227680312,15.27559055,41.09947644,2668,384,14,87.01891716,12.52446184,0.456621005,54.0166205,28.84843688,17.13494262
2317,NSW,84151.22514,2.104663581,21.4028777,50.52631579,2013,1008,472,57.6295448,28.85771543,13.51273977,52.10643016,24.05764967,23.83592018
2318,NSW,109645.1841,2.576699029,15.16919487,32.9531052,4879,201,17,95.7229743,3.943496174,0.333529527,37.2600349,43.06282723,19.67713787
2319,NSW,75797.80008,2.00867679,17.87296898,50.07518797,2902,250,23,91.4015748,7.874015748,0.724409449,44.2455243,28.82718305,26.92729266
2320,NSW,111131.4301,2.462311921,13.35984095,39.47841727,13580,1328,271,89.4657092,8.748929442,1.785361355,30.26237771,42.26208123,27.47554106
2321,NSW,114035.5582,2.577586207,10.52631579,32.8320802,6774,618,54,90.97502015,8.299758259,0.725221595,29.46802152,43.85833831,26.67364017
2322,NSW,106889.8828,2.406677487,12.38853503,35.36055604,8644,497,78,93.76288101,5.391040243,0.84607875,28.48257247,41.34491257,30.17251496
2323,NSW,99844.68818,2.302151076,12.36910995,44.2209342,8874,1496,533,81.390443,13.72099422,4.888562781,31.91424196,34.84430832,33.24144972
2324,NSW,84539.68183,2.076617017,17.05952857,48.97631473,10135,1427,239,85.88255233,12.09219558,2.025252097,39.9682035,30.11128776,29.92050874
2325,NSW,90897.52566,2.115502082,14.57013575,46.82060391,11139,1223,191,88.73576038,9.74269099,1.521548634,35.08261359,35.73976718,29.17761923
2326,NSW,88802.06236,2.070916905,14.91053678,48.88059701,2928,93,23,96.1892247,3.055190539,0.755584757,36.5603227,41.91419142,21.52548588
2327,NSW,79644.37465,1.94654498,12.61930011,50.27808676,2854,392,139,84.31314623,11.58050222,4.106351551,32.18656963,35.09758518,32.71584519
2328,NSW,103189.1674,2.206860707,12.86764706,33.33333333,970,107,41,86.76207513,9.570661896,3.66726297,38.95089286,35.49107143,25.55803571
2329,NSW,83119.75384,2.108949416,10.38961039,28.27586207,1004,37,4,96.07655502,3.540669856,0.38277512,48.34254144,26.38121547,25.27624309
2330,NSW,117384.0303,2.4041485,12.00764818,34.83516484,7573,775,320,87.3673281,8.940932164,3.691739732,31.86065136,40.29631607,27.84303257
2331,NSW,#DIV/0!,#DIV/0!,,,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2333,NSW,102926.5725,2.176120587,10.26878015,34.71720818,5229,809,45,85.96087457,13.29935887,0.739766563,28.02066773,33.84340223,38.13593005
2334,NSW,110113.1222,2.456125109,14.20560748,34.43396226,1217,54,0,95.75137687,4.248623131,0,25.45931759,54.15573053,20.38495188
2335,NSW,126437.6795,2.685923218,13.81355932,28.98305085,2864,204,13,92.9568322,6.621226874,0.421940928,26.58088235,49.33823529,24.08088235
2336,NSW,97814.54233,2.125367287,8.833922261,34.67336683,1087,62,3,94.35763889,5.381944444,0.260416667,40.51282051,35.07692308,24.41025641
2337,NSW,101716.9074,2.297886179,11.44444444,32.62711864,3214,406,40,87.81420765,11.09289617,1.092896175,35.98901099,35.33653846,28.67445055
2338,NSW,68629.48897,2.070325901,17.21854305,28.125,775,13,0,98.35025381,1.649746193,0,48.69109948,31.06457243,20.2443281
2339,NSW,76963.04054,2.199203187,21.15384615,16.12903226,342,25,0,93.1880109,6.811989101,0,54.1322314,27.27272727,18.59504132
2340,NSW,95345.24316,2.255398285,11.62704994,36.19840326,19094,2656,502,85.80801726,11.93600575,2.255976991,32.74921912,32.129811,35.12096988
2341,NSW,68864.07836,1.644844517,14.61538462,35.97122302,695,9,14,96.79665738,1.253481894,1.949860724,50.16949153,24.40677966,25.42372881
2342,NSW,100968.9935,2.537974684,29.41176471,21.73913043,214,6,0,97.27272727,2.727272727,0,42.66666667,39.33333333,18
2343,NSW,84739.97345,2.056519306,12.67217631,32.51833741,2200,73,34,95.36194192,3.164282618,1.473775466,46.02609727,26.03795967,27.93594306
2344,NSW,107524.0991,2.63671875,10.25641026,28.125,297,0,0,100,0,0,42.56198347,42.56198347,14.87603306
2345,NSW,94213.132,2.358490566,9.183673469,25,303,0,0,100,0,0,41.31274131,47.87644788,10.81081081
2346,NSW,77773.68934,1.923593619,12.31884058,44.53441296,1401,52,0,96.42119752,3.578802478,0,46.34361233,28.72246696,24.9339207
2347,NSW,60308.38271,1.806733167,17.14285714,25.58139535,1038,12,12,97.74011299,1.129943503,1.129943503,57.39014647,21.30492676,21.30492676
2350,NSW,95676.32443,2.405931512,11.40422078,39.1180203,9546,1421,614,82.42811502,12.27009757,5.30178741,34.63297983,28.71698898,36.65003119
2352,NSW,93473.54603,2.270718232,11.91135734,38.46153846,1176,37,10,96.15699101,3.025347506,0.817661488,39.26897844,37.58200562,23.14901593
2353,NSW,91387.2824,2.242206235,15.48387097,38.18181818,432,0,35,92.50535332,0,7.494646681,40.29126214,42.96116505,16.74757282
2354,NSW,83731.34287,2.197924388,20.72727273,31.03448276,1769,3,49,97.14442614,0.164744646,2.690829215,52.8698464,26.03071948,21.09943411
2355,NSW,70812.631,1.996031746,23.72881356,45.45454545,356,0,0,100,0,0,60.58091286,27.80082988,11.61825726
2356,NSW,57370.55263,1.543478261,0,0,69,0,0,100,0,0,59.09090909,27.27272727,13.63636364
2357,NSW,76088.77739,2.008953168,13.53135314,26.44067797,1853,6,70,96.06013478,0.311041991,3.628823224,49.96539792,24.84429066,25.19031142
2358,NSW,82469.98066,2.175271739,11.75059952,35.47297297,1642,76,19,94.53080023,4.375359816,1.093839954,44.24028269,32.43816254,23.32155477
2359,NSW,67780.07639,1.948275862,16.98113208,25,311,0,0,100,0,0,56.30630631,28.37837838,15.31531532
2360,NSW,79967.77556,2.038057267,12.16122307,36.21399177,5887,598,76,89.72717574,9.114464258,1.158360006,38.75954554,29.91246042,31.32799404
2361,NSW,64339.8209,1.866847826,11.47540984,45.45454545,471,9,0,98.125,1.875,0,56.6572238,24.92917847,18.41359773
2365,NSW,78609.08398,2.126647145,16.60649819,34.95934959,1722,33,26,96.68725435,1.852891634,1.459854015,49.84227129,26.34069401,23.8170347
2369,NSW,64582.69048,1.672839506,18.05555556,34.54545455,373,0,0,100,0,0,53.50318471,27.07006369,19.42675159
2370,NSW,70818.99503,1.920553233,14.41578149,42.58760108,3515,222,84,91.99162523,5.809997383,2.198377388,46.48774023,25.67925779,27.83300199
2371,NSW,55031.05324,1.765182186,20.45454545,39.58333333,707,0,9,98.74301676,0,1.25698324,64.27104723,21.97125257,13.75770021
2372,NSW,68150.87736,1.925256473,17.97468354,44.31818182,2493,45,103,94.3960621,1.703900038,3.900037864,56.54345654,22.17782218,21.27872128
2379,NSW,79214.02632,2.446808511,18.75,30.76923077,140,4,3,95.23809524,2.721088435,2.040816327,54.65116279,29.06976744,16.27906977
2380,NSW,102432.6867,2.232563912,11.29848229,34.26443203,4211,552,116,86.30866981,11.31379381,2.37753638,33.74841169,34.58703939,31.66454892
2381,NSW,88313.06193,2.123620309,13,31.08108108,623,0,0,100,0,0,50,27.72511848,22.27488152
2382,NSW,101864.1717,2.033596838,5.102040816,23.01587302,657,50,0,92.92786421,7.072135785,0,39.5010395,25.36382536,35.13513514
2386,NSW,87848.92941,2.212765957,21.42857143,0,152,0,0,100,0,0,46.91358025,24.69135802,28.39506173
2387,NSW,97565.62712,2.440677966,0,0,101,0,0,100,0,0,49.09090909,14.54545455,36.36363636
2388,NSW,84715.92411,2.061997704,11.04972376,28.05429864,1065,97,11,90.79283887,8.269394714,0.937766411,39.95157385,26.99757869,33.05084746
2390,NSW,101285.1776,2.22606727,9.422850412,34.21052632,3297,472,40,86.55815175,12.39170386,1.050144395,36.00525624,32.49014455,31.50459921
2395,NSW,60024.80866,1.798013245,18.18181818,27.27272727,428,3,0,99.30394432,0.696055684,0,56.78571429,26.07142857,17.14285714
2396,NSW,66228.59636,1.901273885,8.620689655,13.7254902,354,7,10,95.41778976,1.886792453,2.69541779,53.17725753,23.41137124,23.41137124
2397,NSW,86619.7381,2.257425743,0,16.66666667,155,0,0,100,0,0,48.80952381,25,26.19047619
2398,NSW,141396.2083,2.677419355,0,0,89,0,0,100,0,0,48.97959184,32.65306122,18.36734694
2399,NSW,113091.8912,2.196808511,6.52173913,23.80952381,232,25,0,90.27237354,9.727626459,0,48.02259887,32.20338983,19.7740113
2400,NSW,101872.7149,2.186746988,9.957325747,26.24481328,3654,702,147,81.14590273,15.58960693,3.26449034,34.07051282,26.37820513,39.55128205
2401,NSW,88098.44737,2.242718447,37.93103448,0,113,0,0,100,0,0,47.6635514,28.97196262,23.36448598
2402,NSW,70066.66981,1.863033873,14.70588235,31.14754098,788,19,10,96.4504284,2.325581395,1.223990208,54.07066052,24.7311828,21.19815668
2403,NSW,69709.76977,2.153191489,19.23076923,29.62962963,315,3,0,99.05660377,0.943396226,0,56.39810427,28.43601896,15.16587678
2404,NSW,63131.99547,1.829846583,20.90909091,33.33333333,863,26,0,97.07536558,2.924634421,0,61.49425287,19.39655172,19.1091954
2405,NSW,85890.75877,2.1640625,0,0,270,0,3,98.9010989,0,1.098901099,52.94117647,26.05042017,21.00840336
2408,NSW,119673.3807,2.709677419,0,0,160,0,0,100,0,0,54.16666667,13.88888889,31.94444444
2409,NSW,85111.60208,1.797709924,20.68965517,26.92307692,404,0,11,97.34939759,0,2.65060241,34.18803419,12.82051282,52.99145299
2410,NSW,64879.95977,2.202380952,16.66666667,27.27272727,134,0,0,100,0,0,54.54545455,30.3030303,15.15151515
2411,NSW,134260.6111,2.970588235,0,,46,0,0,100,0,0,32,36,32
2415,NSW,91356.15044,2.171428571,20,45.45454545,194,0,0,100,0,0,46.37681159,33.33333333,20.28985507
2420,NSW,87452.43443,2.181195517,18.20224719,43.72759857,1829,58,4,96.72131148,3.067160233,0.211528292,47.2611465,31.71974522,21.01910828
2421,NSW,117845.6731,2.650141643,19.57295374,23.52941176,811,5,0,99.3872549,0.612745098,0,40.71942446,48.48920863,10.79136691
2422,NSW,73282.74007,1.952936097,18.64801865,44.94117647,2718,102,65,94.21143847,3.535528596,2.253032929,56.39130435,21.82608696,21.7826087
2423,NSW,76453.01297,2.00466563,18.44660194,44.31818182,1725,15,11,98.51513421,0.856653341,0.62821245,53.60744763,29.32505818,17.06749418
2424,NSW,69864.03226,2.005847953,31.81818182,50,230,0,0,100,0,0,60.2484472,28.57142857,11.18012422
2425,NSW,92887.52,2.3,19.44444444,34.21052632,909,9,5,98.48320693,0.975081257,0.541711809,44.68704512,41.92139738,13.3915575
2426,NSW,75304.205,2.03257329,17.24137931,54.76190476,352,0,5,98.59943978,0,1.400560224,48.45360825,36.08247423,15.46391753
2427,NSW,65149.01684,1.767055931,19.7044335,58.55513308,1663,169,103,85.94315245,8.733850129,5.322997416,66.50396583,15.07016473,18.42586943
2428,NSW,73050.86589,1.903752039,20.34676186,53.65755627,9481,2176,3096,64.26489528,14.74954247,20.98556226,53.01305193,20.58687402,26.40007405
2429,NSW,75806.34156,2.064765458,18.48484848,47.71929825,4185,109,69,95.92023837,2.498280999,1.581480633,51.45736856,31.0814492,17.46118224
2430,NSW,76844.97148,2.027854767,16.40359022,50.32088681,14015,1515,1006,84.75447508,9.161828737,6.083696178,45.60687433,26.45900465,27.93412102
2431,NSW,74616.14599,1.920661157,16.11479029,54.01174168,2466,168,614,75.92364532,5.172413793,18.90394089,55.66929134,19.92125984,24.40944882
2439,NSW,81076.35542,2.153895275,19.19191919,45.29411765,1737,16,8,98.63713799,0.908574673,0.454287337,57.32966277,29.59394357,13.07639367
2440,NSW,75735.92982,1.989008275,16.9599218,49.09399773,8835,215,515,92.36800836,2.247778359,5.384213278,44.74737369,29.50225113,25.75037519
2441,NSW,78831.86304,2.160556258,20.861678,56.30630631,1934,5,21,98.67346939,0.255102041,1.071428571,48.81486227,33.82447149,17.36066624
2443,NSW,65749.93799,1.849465104,17.72151899,58.58585859,3463,671,288,78.31298055,15.17412935,6.512890095,58.37852495,19.95661605,21.664859
2444,NSW,89922.03327,2.206941307,15.00103885,49.65070711,15411,4230,4038,65.08298492,17.86393006,17.05308501,40.88970442,26.40349137,32.70680421
2445,NSW,90413.36884,2.306328234,12.5170068,50.78299776,3012,130,88,93.25077399,4.024767802,2.724458204,53.2308767,29.06042613,17.70869717
